Update Time Step,Loss
40203,1.1422137200832367
42169,1.1630773693323135
44153,1.0662474811077118
46112,1.0080224841833114
48089,0.9066029578447342
50089,0.8245395570993423
52067,0.792311891913414
54044,0.7323854058980942
56032,0.7038367509841919
57698,0.6913052648305893
59413,0.6099973097443581
61228,0.6156479105353355
63023,0.6100044593214988
64757,0.602819761633873
66589,0.5745303630828857
68487,0.5274054497480393
70108,0.5270573049783707
71859,0.49782160818576815
